==============================================
  Session: Session 02
  Started: 2026-05-07 15:01:48
==============================================

Time       Event              Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
00:02:29   BOSS DATA          Medium     0.409    75.8     787.8    49.2     4.09     0.231        0.828
00:02:30   BOSS DATA          Medium     0.376    76.3     786.1    49.0     1.56     0.212        0.840
00:02:31   BOSS DATA          Medium     0.396    77.0     779.7    44.5     0.56     0.214        0.844
00:02:32   BOSS DATA          Medium     0.367    77.3     783.7    49.9     3.00     0.232        0.848
00:02:33   BOSS DATA          Medium     0.369    77.1     791.0    46.6     0.71     0.211        0.853
00:02:34   BOSS DATA          Medium     0.373    76.7     790.5    48.4     4.09     0.211        0.855
00:02:35   BOSS DATA          Medium     0.415    75.9     793.7    41.8     0.63     0.229        0.858
00:02:36   BOSS DATA          Medium     0.380    75.1     788.5    50.5     0.53     0.212        0.858
00:02:37   BOSS DATA          Medium     0.335    74.3     800.1    57.8     0.38     0.208        0.859
00:02:38   BOSS DATA          Medium     0.286    74.1     798.9    55.1     0.74     0.228        0.854
00:02:39   LEVEL Medium>Low   Low        0.235    74.2     805.5    57.3     0.25     0.226        0.851
00:02:39   BOSS DATA          Low        0.235    74.2     805.5    57.3     0.25     0.226        0.851
00:02:40   BOSS DATA          Low        0.173    74.4     804.0    52.7     0.05     0.311        0.847
00:02:41   BOSS DATA          Low        0.153    74.7     800.2    53.9     0.40     0.227        0.840
00:02:42   BOSS DATA          Low        0.198    74.9     802.8    50.0     0.17     0.340        0.833
00:02:43   BOSS DATA          Low        0.232    75.3     808.3    49.1     0.88     0.338        0.832
00:02:44   LEVEL Low>Medium   Medium     0.276    75.2     810.4    49.6     0.40     0.309        0.829
00:02:44   BOSS DATA          Medium     0.276    75.2     810.4    49.6     0.40     0.309        0.829
00:02:45   BOSS DATA          Medium     0.389    74.4     815.3    33.1     1.04     0.335        0.826
00:02:45   BOSS ROOM EXIT                                                                          
00:02:46   LEVEL Medium>High  High       0.507    73.3     824.0    33.2     1.69     0.331        0.830
00:02:46   DATA               High       0.507    73.3     824.0    33.2     1.69     0.331        0.830
00:02:47   DATA               High       0.646    72.3     831.3    19.8     1.66     0.328        0.838
00:02:48   DATA               High       0.779    71.3     813.9    20.4     1.71     0.335        0.843
00:02:49   DATA               High       0.883    70.7     825.8    31.6     1.64     0.110        0.847
00:02:50   DATA               High       0.894    70.7     811.9    31.3     2.04     0.112        0.837
00:02:51   DATA               High       0.900    71.4     799.6    32.1     2.57     0.104        0.823
00:02:52   DATA               High       0.824    73.4     797.9    39.1     1.85     0.105        0.806
00:02:53   DATA               High       0.684    76.7     791.1    50.3     1.69     0.115        0.792
00:02:54   DATA               High       0.624    79.3     790.5    41.9     0.60     0.115        0.783
00:02:55   LEVEL High>Medium  Medium     0.464    79.7     800.2    59.2     1.12     0.227        0.777
00:02:55   DATA               Medium     0.464    79.7     800.2    59.2     1.12     0.227        0.777
00:02:56   DATA               Medium     0.308    78.2     788.8    59.3     0.82     0.231        0.771
00:02:57   LEVEL Medium>Low   Low        0.184    75.5     798.8    61.0     1.14     0.313        0.766
00:02:57   DATA               Low        0.184    75.5     798.8    61.0     1.14     0.313        0.766
00:02:58   DATA               Low        0.124    72.2     811.8    61.4     0.73     0.336        0.760
00:02:59   DATA               Low        0.016    70.1     822.1    63.2     0.56     0.221        0.761
00:03:00   DATA               Low        0.008    69.8     813.0    66.2     0.85     0.205        0.768
00:03:01   DATA               Low        0.000    71.2     813.0    61.1     0.44     0.224        0.772
00:03:02   DATA               Low        0.000    73.2     826.5    65.6     0.72     0.220        0.771
00:03:03   DATA               Low        0.000    74.9     804.3    61.3     0.47     0.226        0.767
00:03:04   DATA               Low        0.000    75.9     804.5    68.7     0.73     0.311        0.768
00:03:05   DATA               Low        0.000    76.0     805.9    68.0     0.27     0.226        0.771
00:03:06   DATA               Low        0.000    75.4     812.5    67.9     0.15     0.336        0.773
00:03:07   DATA               Low        0.000    74.5     815.2    72.8     0.21     0.223        0.781
00:03:08   DATA               Low        0.000    73.3     807.1    66.0     0.30     0.207        0.792
00:03:09   DATA               Low        0.000    72.3     815.0    71.0     1.58     0.223        0.792
00:03:10   DATA               Low        0.014    71.6     814.7    58.2     0.17     0.223        0.794
00:03:11   DATA               Low        0.124    71.7     796.2    41.5     2.13     0.105        0.799
00:03:12   DATA               Low        0.227    73.3     789.3    42.7     0.89     0.158        0.806
00:03:13   LEVEL Low>Medium   Medium     0.356    75.8     785.3    38.2     1.38     0.142        0.807
00:03:13   DATA               Medium     0.356    75.8     785.3    38.2     1.38     0.142        0.807
00:03:14   DATA               Medium     0.447    77.9     775.0    44.9     1.15     0.117        0.811
00:03:15   LEVEL Medium>High  High       0.550    78.7     788.2    40.2     4.17     0.106        0.819
00:03:15   DATA               High       0.550    78.7     788.2    40.2     4.17     0.106        0.819
00:03:16   DATA               High       0.552    78.2     791.7    41.1     1.49     0.211        0.825
00:03:17   DATA               High       0.571    76.7     797.7    39.4     3.85     0.228        0.827
00:03:18   DATA               High       0.534    74.9     799.5    44.8     2.77     0.228        0.833
00:03:19   DATA               High       0.530    73.2     792.4    45.5     3.63     0.115        0.835
00:03:20   LEVEL High>Medium  Medium     0.413    72.3     801.5    62.9     1.67     0.340        0.835
00:03:20   DATA               Medium     0.413    72.3     801.5    62.9     1.67     0.340        0.835
00:03:21   DATA               Medium     0.300    72.3     805.1    64.2     0.75     0.113        0.838
00:03:22   LEVEL Medium>Low   Low        0.178    73.3     801.8    65.6     1.33     0.104        0.843
00:03:22   DATA               Low        0.178    73.3     801.8    65.6     1.33     0.104        0.843
00:03:23   DATA               Low        0.087    75.3     803.1    68.7     1.31     0.104        0.844
00:03:24   DATA               Low        0.000    76.8     803.6    67.7     0.25     0.113        0.843
00:03:25   DATA               Low        0.000    77.0     806.2    68.1     4.44     0.226        0.840
00:03:26   DATA               Low        0.000    76.0     805.8    66.4     1.98     0.226        0.838
00:03:27   DATA               Low        0.023    74.2     812.5    56.7     4.38     0.103        0.836
00:03:28   DATA               Low        0.135    72.5     807.7    41.2     0.70     0.372        0.836
00:03:29   DATA               Low        0.230    71.6     810.2    44.1     1.21     0.337        0.837
00:03:30   LEVEL Low>Medium   Medium     0.333    71.5     799.2    42.8     2.97     0.313        0.830
00:03:30   DATA               Medium     0.333    71.5     799.2    42.8     2.97     0.313        0.830
00:03:31   DATA               Medium     0.407    72.4     790.8    47.7     1.86     0.316        0.820
00:03:32   DATA               Medium     0.401    74.5     787.2    57.7     1.16     0.231        0.805
00:03:33   DATA               Medium     0.289    77.5     784.2    68.2     1.50     0.213        0.784
00:03:34   DATA               Medium     0.289    77.5     784.2    68.2     1.50     0.213        0.784
00:03:35   LEVEL Medium>Low   Low        0.194    79.8     799.5    71.6     3.51     0.104        0.756
00:03:35   DATA               Low        0.194    79.8     799.5    71.6     3.51     0.104        0.756
00:03:36   DATA               Low        0.091    80.5     807.5    78.1     2.51     0.103        0.728
00:03:38   DATA               Low        0.217    79.1     735.3    22.2     0.83     0.227        0.698
00:03:39   DATA               Low        0.200    74.9     816.3    72.4     1.43     0.223        0.674
00:03:40   DATA               Low        0.200    68.8     830.0    71.1     0.82     0.219        0.660
00:03:41   DATA               Low        0.200    66.8     844.7    77.3     0.56     0.215        0.668
00:03:42   DATA               Low        0.200    66.8     856.9    69.8     1.13     0.212        0.695
00:03:43   DATA               Low        0.000    68.2     868.2    66.1     0.87     0.314        0.734
00:03:44   DATA               Low        0.000    69.8     859.8    65.2     1.35     0.233        0.770
00:03:45   DATA               Low        0.000    70.8     830.1    71.0     0.16     0.219        0.805
00:03:46   DATA               Low        0.015    71.5     830.7    58.1     1.02     0.219        0.830
00:03:47   DATA               Low        0.038    72.1     831.0    56.7     1.94     0.219        0.844
00:03:48   DATA               Low        0.070    72.6     827.2    55.2     3.98     0.110        0.850
00:03:49   DATA               Low        0.223    73.2     820.4    33.9     0.78     0.111        0.860
00:03:50   LEVEL Low>Medium   Medium     0.365    73.5     822.3    36.0     2.88     0.135        0.864
00:03:50   DATA               Medium     0.365    73.5     822.3    36.0     2.88     0.135        0.864
00:03:51   DATA               Medium     0.469    73.4     821.7    40.0     4.05     0.332        0.863
00:03:52   LEVEL Medium>High  High       0.592    72.9     818.2    35.3     0.39     0.333        0.863
00:03:52   DATA               High       0.592    72.9     818.2    35.3     0.39     0.333        0.863
00:03:53   DATA               High       0.604    72.6     805.1    53.1     0.76     0.311        0.864
00:03:54   LEVEL High>Medium  Medium     0.482    72.5     809.5    55.0     1.24     0.337        0.865
00:03:54   DATA               Medium     0.482    72.5     809.5    55.0     1.24     0.337        0.865
00:03:55   DATA               Medium     0.390    72.8     812.3    52.0     0.27     0.336        0.865
00:03:56   DATA               Medium     0.302    73.4     802.7    55.3     0.40     0.340        0.865
00:03:57   LEVEL Medium>Low   Low        0.156    74.4     802.1    60.7     0.71     0.312        0.865
00:03:57   DATA               Low        0.156    74.4     802.1    60.7     0.71     0.312        0.865
00:03:58   DATA               Low        0.129    75.5     796.1    57.9     1.24     0.314        0.864
00:03:59   DATA               Low        0.119    76.2     791.5    56.7     1.81     0.345        0.864
00:04:00   DATA               Low        0.069    76.6     794.5    62.2     9.73     0.115        0.862
00:04:01   DATA               Low        0.078    76.6     799.2    53.8     0.63     0.313        0.860
00:04:02   DATA               Low        0.078    76.1     807.5    70.6     1.83     0.310        0.852
00:04:03   DATA               Low        0.063    74.9     815.0    66.2     1.32     0.335        0.845
00:04:04   DATA               Low        0.102    73.0     818.0    49.9     1.33     0.334        0.836
00:04:05   DATA               Low        0.198    71.4     811.0    43.8     0.83     0.337        0.838
00:04:06   DATA               Low        0.159    70.7     820.3    62.0     0.63     0.222        0.837
00:04:07   DATA               Low        0.191    71.1     817.3    55.0     1.13     0.223        0.834
00:04:08   DATA               Low        0.215    72.1     803.4    56.4     0.93     0.311        0.823
00:04:09   DATA               Low        0.208    73.5     789.9    51.2     1.35     0.211        0.811
00:04:10   DATA               Low        0.111    75.9     784.4    61.8     0.86     0.232        0.798
00:04:11   DATA               Low        0.111    78.8     783.4    63.4     0.66     0.348        0.783
00:04:12   DATA               Low        0.054    79.7     790.8    69.5     0.63     0.316        0.775
00:04:13   DATA               Low        0.000    77.0     804.1    87.1     0.45     0.311        0.761
00:04:14   DATA               Low        0.000    73.9     764.9    77.6     0.26     0.262        0.729
00:04:15   DATA               Low        0.000    71.9     766.7    78.1     1.70     0.356        0.698
00:04:16   DATA               Low        0.000    70.9     774.0    79.2     1.38     0.144        0.662
00:04:17   DATA               Low        0.056    71.6     759.9    50.9     0.90     0.239        0.624
00:04:18   DATA               Low        0.131    74.6     753.8    47.6     0.92     0.241        0.603
00:04:19   LEVEL Low>Medium   Medium     0.262    80.0     742.8    37.9     1.58     0.299        0.603
00:04:19   DATA               Medium     0.262    80.0     742.8    37.9     1.58     0.299        0.603
00:04:20   DATA               Medium     0.382    84.1     740.2    39.8     2.72     0.369        0.609
00:04:21   LEVEL Medium>High  High       0.542    84.0     738.7    32.9     1.09     0.246        0.621
00:04:21   DATA               High       0.542    84.0     738.7    32.9     1.09     0.246        0.621
00:04:22   DATA               High       0.619    81.8     755.5    37.5     1.00     0.241        0.648
00:04:23   DATA               High       0.682    78.8     762.6    36.6     1.32     0.219        0.681
00:04:24   DATA               High       0.666    76.3     788.9    40.6     1.93     0.211        0.710
00:04:25   DATA               High       0.670    74.5     766.2    39.2     0.31     0.187        0.741
00:04:26   DATA               High       0.634    73.2     817.4    39.0     1.17     0.223        0.782
00:04:27   DATA               High       0.595    72.1     801.1    44.3     4.48     0.312        0.809
00:04:28   DATA               High       0.521    71.6     808.4    49.6     3.77     0.103        0.830
00:04:29   LEVEL High>Medium  Medium     0.470    72.0     807.9    49.5     2.08     0.225        0.842
00:04:29   DATA               Medium     0.470    72.0     807.9    49.5     2.08     0.225        0.842
00:04:30   DATA               Medium     0.436    73.6     806.0    45.1     0.90     0.226        0.849
00:04:31   DATA               Medium     0.393    75.4     807.6    46.6     0.78     0.310        0.845
00:04:32   DATA               Medium     0.342    76.9     799.8    53.1     1.45     0.341        0.842
00:04:33   DATA               Medium     0.313    77.2     802.3    54.6     0.47     0.340        0.837
00:04:34   DATA               Medium     0.284    76.3     821.7    54.5     1.98     0.244        0.810
00:04:35   DATA               Medium     0.312    74.5     793.1    40.2     0.34     0.140        0.785
00:04:36   DATA               Medium     0.320    72.6     791.6    45.3     0.37     0.281        0.759
00:04:37   DATA               Medium     0.377    69.4     800.7    43.1     0.24     0.278        0.733
00:04:38   DATA               Medium     0.408    67.4     799.9    49.3     0.09     0.278        0.709
00:04:39   DATA               Medium     0.387    67.4     791.4    58.0     3.25     0.126        0.704
00:04:40   DATA               Medium     0.270    69.7     788.6    64.2     1.04     0.141        0.694
00:04:41   DATA               Medium     0.255    74.9     811.4    47.9     0.33     0.154        0.676
00:04:42   LEVEL Medium>Low   Low        0.154    77.3     776.4    63.5     0.39     0.161        0.642
00:04:42   DATA               Low        0.154    77.3     776.4    63.5     0.39     0.161        0.642
00:04:43   DATA               Low        0.088    78.5     782.0    63.2     0.42     0.142        0.634
00:04:44   DATA               Low        0.073    80.4     797.9    65.0     1.14     0.139        0.630
00:04:45   DATA               Low        0.073    82.1     807.0    64.8     0.71     0.138        0.618
00:04:46   DATA               Low        0.000    64.4     825.1    63.6     1.22     0.152        0.605
00:04:47   DATA               Low        0.000    64.6     824.3    67.2     1.00     0.152        0.620
00:04:48   DATA               Low        0.035    66.2     851.6    54.6     2.10     0.261        0.627
00:04:49   DATA               Low        0.158    67.0     860.0    39.3     1.27     0.129        0.649
00:04:50   LEVEL Low>Medium   Medium     0.294    67.0     858.0    36.9     1.37     0.117        0.687
00:04:50   DATA               Medium     0.294    67.0     858.0    36.9     1.37     0.117        0.687
00:04:51   DATA               Medium     0.450    67.7     843.1    33.7     1.16     0.119        0.735
00:04:52   LEVEL Medium>High  High       0.602    69.4     846.6    34.2     1.99     0.215        0.766
00:04:52   DATA               High       0.602    69.4     846.6    34.2     1.99     0.215        0.766
00:04:53   DATA               High       0.716    71.1     842.0    34.7     2.19     0.216        0.784
00:04:54   DATA               High       0.665    72.9     829.6    48.2     1.36     0.219        0.795
00:04:55   DATA               High       0.595    74.1     803.9    49.1     0.67     0.226        0.801
00:04:56   LEVEL High>Medium  Medium     0.440    74.7     805.1    66.4     0.03     0.207        0.804
00:04:56   DATA               Medium     0.440    74.7     805.1    66.4     0.03     0.207        0.804
00:04:57   DATA               Medium     0.287    74.7     799.2    82.3     0.16     0.228        0.807
00:04:58   LEVEL Medium>Low   Low        0.067    75.1     784.4    80.6     0.15     0.213        0.799
00:04:58   DATA               Low        0.067    75.1     784.4    80.6     0.15     0.213        0.799
00:04:59   DATA               Low        0.000    75.9     779.6    81.9     0.08     0.214        0.789
00:05:00   DATA               Low        0.000    76.5     761.9    80.6     0.63     0.219        0.774
00:05:01   DATA               Low        0.000    77.2     758.7    80.5     3.44     0.110        0.763
00:05:02   DATA               Low        0.000    78.9     773.4    67.1     3.23     0.129        0.746
00:05:03   DATA               Low        0.000    81.2     776.9    80.6     0.38     0.107        0.729
00:05:04   DATA               Low        0.019    81.8     784.9    57.3     0.90     0.116        0.716
00:05:05   DATA               Low        0.052    80.3     796.8    55.0     1.28     0.209        0.711
00:05:06   DATA               Low        0.052    75.1     793.6    61.9     1.44     0.210        0.703
00:05:07   DATA               Low        0.080    70.7     808.4    55.8     1.93     0.113        0.709
00:05:08   DATA               Low        0.123    69.6     814.2    53.1     3.78     0.112        0.728
00:05:09   DATA               Low        0.217    70.1     838.8    41.0     1.02     0.108        0.759
00:05:10   DATA               Low        0.244    71.6     840.5    50.3     0.64     0.108        0.790
00:05:11   LEVEL Low>Medium   Medium     0.349    72.8     842.1    42.3     0.79     0.216        0.824
00:05:11   DATA               Medium     0.349    72.8     842.1    42.3     0.79     0.216        0.824
00:05:12   DATA               Medium     0.357    73.0     849.9    54.5     0.87     0.214        0.845
00:05:13   DATA               Medium     0.313    72.2     844.3    72.0     0.65     0.237        0.857
00:05:14   LEVEL Medium>Low   Low        0.200    70.9     826.8    72.7     0.48     0.242        0.849
00:05:14   DATA               Low        0.200    70.9     826.8    72.7     0.48     0.242        0.849
00:05:15   DATA               Low        0.141    69.3     855.4    80.6     0.26     0.319        0.840
00:05:16   DATA               Low        0.036    68.0     854.2    78.9     0.41     0.319        0.825
00:05:17   DATA               Low        0.000    67.3     857.2    80.5     0.35     0.117        0.816
00:05:18   DATA               Low        0.000    67.8     840.4    72.9     0.94     0.108        0.803
00:05:19   DATA               Low        0.000    69.7     839.8    73.7     2.76     0.325        0.797
00:05:20   DATA               Low        0.000    71.9     841.0    74.9     5.10     0.324        0.790
00:05:21   DATA               Low        0.008    73.9     827.0    59.3     0.62     0.330        0.796
00:05:22   DATA               Low        0.035    74.8     840.3    55.9     1.43     0.325        0.795
00:05:23   DATA               Low        0.054    74.7     844.3    57.4     0.71     0.395        0.795
00:05:24   DATA               Low        0.054    73.4     843.8    67.8     2.37     0.108        0.792
00:05:25   DATA               Low        0.054    71.0     840.7    66.6     1.88     0.108        0.789
00:05:26   DATA               Low        0.046    68.0     837.4    62.5     1.26     0.217        0.770
00:05:27   DATA               Low        0.019    66.7     835.9    64.0     0.47     0.239        0.760
00:05:28   DATA               Low        0.000    67.7     844.1    66.2     1.07     0.216        0.752
00:05:29   DATA               Low        0.000    70.7     843.6    71.0     1.09     0.216        0.745
----------------------------------------------------------------------------------------------------
Session ended: 2026-05-07 15:07:21
Total entries logged: 208
